,area,city,country,latitude,longitude,hotel_star_rating,mmt_location_rating,mmt_review_count,mmt_review_rating,mmt_review_score,mmt_traveller_type_review_count,Couple,Solo,Friends,Business,pageurl,property_address,property_name,property_type,room_types,state,traveller_rating
43,Andheri (East),Mumbai,India,19.0162,72.8431,2,Location:4.3,42,Excellent:19|Very Good:5|Average:4|Poor:14|Terrible:0,3.8,Family:18,11,10,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BOM&country=IN&checkin=09272016&checkout=09282016&area=&roomStayQualifier=1e0e&hotelId=201508171552242376&i=|2,"3, Framroz Court, 1st Floor,dadasaheb phalke road,dadar east. 60 Dadasaheb Phalke Rd, Dadar",City Guest House,Hotel,Standard Room|Deluxe Room|Triple Deluxe Room|Superior Deluxe Room,Maharashtra,Location:4.3/5 | Hospitality:3.8/5 | Facilities:3.7/5 | Cleanliness:3.1/5 | Value for Money:3.8/5 | Food:1.8/5
44,Muthangya,Wayanad,India,11.650924,76.333636,2,Location:4.0,9,Excellent:2|Very Good:2|Average:3|Poor:2|Terrible:0,3.6,Family:4,1,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XWA&country=IN&checkin=09272016&checkout=09282016&area=&roomStayQualifier=1e0e&hotelId=200904241242238533&i=|1,"Muthanga, Kambakody, Sulthan Batherri Muthanga",Wayanad Nature Resorts,Hotel,Pillar House Standard Room,Kerala,Location:4.0/5 | Hospitality:3.7/5 | Facilities:3.6/5 | Cleanliness:3.4/5 | Value for Money:3.6/5 | Food:2.3/5
45,Manu Marg,Alwar,India,27.56303971,76.6050462,2,Location:5.0,1,Excellent:1|Very Good:0|Average:0|Poor:0|Terrible:0,5,Family:0,0,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XLW&country=IN&checkin=09272016&checkout=09282016&area=&roomStayQualifier=1e0e&hotelId=201602091151082854&i=|2,Manu Marg Alwar,Sparrow Inn by MGB Hotels,Hotel,Deluxe|Club Room,Rajasthan,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:5.0/5
46,Gurgaon,New Delhi And NCR,India,28.481247,77.087297,3,Location:4.4,7,Excellent:4|Very Good:1|Average:2|Poor:0|Terrible:0,4.4,Family:2,1,2,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=DEL&country=IN&checkin=09272016&checkout=09282016&area=&roomStayQualifier=1e0e&hotelId=201411111904197108&i=|2,"J-10/6, OPPOSITE SAHARA MALL,MG ROAD,DLF CITY, PHASE-II,",HARIS COURT INNS HOTELS,Hotel,Deluxe|Executive Room,Haryana,Location:4.4/5 | Hospitality:4.1/5 | Facilities:4.3/5 | Cleanliness:4.7/5 | Value for Money:4.1/5 | Food:2.7/5
47,Jaipur Sindhi Camp Bus Stand,Jaipur,India,26.923455,75.80156,0,Location:4.2,19,Excellent:11|Very Good:3|Average:2|Poor:3|Terrible:0,4.3,Family:8,5,3,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=JAI&country=IN&checkin=09272016&checkout=09282016&area=&roomStayQualifier=1e0e&hotelId=201110111054435329&i=|2,"Central Bus Stand, Station Road Bus stand",Hotel Fort Chandragupt,Palace,Executive Room|Royal Suite,Rajasthan,Location:4.2/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.5/5 | Value for Money:4.3/5 | Food:3.2/5
48,Somajiguda,Hyderabad,India,17.423613,78.462219,5,Location:4.6,316,Excellent:157|Very Good:66|Average:54|Poor:34|Terrible:5,4.2,Family:81,90,87,7,38,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=HYD&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201003121612069677&i=,22 Rajbhavan Road Somajiguda Raj Bhawan Road,The Park Hyderabad,Hotel,Luxury|Courtyard/pool View Room|Lake Room|Trillion Room|Trillion Studio|Residence Room|Trillion Suite|Panaromic Suite|Signature Suite,Telangana,Location:4.6/5 | Hospitality:4.0/5 | Facilities:4.1/5 | Cleanliness:4.0/5 | Value for Money:4.0/5 | Food:3.1/5
49,Beach Road,Allepey,India,9.49111,76.319465,3,Location:4.5,83,Excellent:34|Very Good:23|Average:19|Poor:5|Terrible:2,4.1,Family:31,15,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XLL&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200908102054073909&i=,"Beach Road, Alleppey Beach Road",Panoramic Sea Resort,Hotel,Garden View Ac|Sea View Ac,Kerala,Location:4.5/5 | Hospitality:4.0/5 | Facilities:3.9/5 | Cleanliness:4.2/5 | Value for Money:4.0/5 | Food:3.6/5
50,Golden Temple,Amritsar,India,31.618383,74.879568,3,Location:4.4,10,Excellent:1|Very Good:2|Average:3|Poor:4|Terrible:0,3.3,Family:3,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=ATQ&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=200904181820166458&i=,Near Golden Temple Opp Guru Ram Das Sarai Near Golden Temple,Hotel Raj Darbar,Hotel,Deluxe Room|Super Deluxe Room.|Premium,Punjab,Location:4.4/5 | Hospitality:4.0/5 | Facilities:3.3/5 | Cleanliness:3.2/5 | Value for Money:3.3/5 | Food:3.0/5
51,Nainital,Nainital,India,29.3844,79.4647,2,Location:3.2,166,Excellent:21|Very Good:23|Average:50|Poor:34|Terrible:38,3.1,Family:53,22,1,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XNT&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=200701221131404536&i=,"Upper Mall, Zoo Road Nainital",Hotel New Bharat,Hotel,Standard Deluxe|Premium Room|Family Room,Uttaranchal,Location:3.2/5 | Hospitality:3.4/5 | Facilities:3.2/5 | Cleanliness:2.9/5 | Value for Money:3.3/5 | Food:1.7/5
52,Central Bangalore,Bangalore,India,12.970306,77.597048,3,Location:5.0,9,Excellent:4|Very Good:3|Average:2|Poor:0|Terrible:0,4.2,Family:2,4,0,2,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BLR&country=IN&checkin=08022016&checkout=08032016&area=&roomStayQualifier=1e0e&hotelId=201304291746365006&i=,No 21 Suryamukhi Garden Apartments Vittal Mallya Road,Melange Luxury Service Apartment,Hotel,Studio Apartment|Single Bed Room Apt,Karnataka,Location:5.0/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.4/5 | Value for Money:4.3/5 | Food:2.9/5
53,Dumad,Vadodara,India,22.3616,73.2013,4,Location:4.4,11,Excellent:4|Very Good:1|Average:2|Poor:4|Terrible:0,3.8,Family:7,2,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201503050958503087&i=,"Sama Savli Road, Nr Dumad Crossing, NH-8, Opposite to Hotel Plazzo Dumad",Banyan Paradise Resort,Hotel,Deluxe|`standard,Gujarat,Location:4.4/5 | Hospitality:3.8/5 | Facilities:3.5/5 | Cleanliness:3.8/5 | Value for Money:3.8/5 | Food:3.1/5
54,Upendra Nagar,Manipal,India,13.350925,74.787636,3,Location:4.9,66,Excellent:48|Very Good:15|Average:3|Poor:0|Terrible:0,4.7,Family:39,13,11,0,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUP&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201311151346323228&i=,"Near Smrithi Bhavan, Upendra Nagar, Udupi Dist Upendra Nagar",Hotel Madhuvan Serai,Hotel,Double Room Deluxe Ac|Executive Room Deluxe Ac|Family Room Deluxe Ac|Suite Room Deluxe Ac,Karnataka,Location:4.9/5 | Hospitality:4.7/5 | Facilities:4.6/5 | Cleanliness:4.8/5 | Value for Money:4.7/5 | Food:3.0/5
55,Cheruthuruthy,Thrissur,India,10.745394,76.291171,4,Location:4.0,1,Excellent:1|Very Good:0|Average:0|Poor:0|Terrible:0,4.9,Family:1,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XTR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200804091443042188&i=,"Painkulam, Cheruthuruthy P.O, Thrissur District, Kerala, India Cheruthuruthy",Lords Resort Cheruthuruthy,Hotel,Pigeon Nest Villa|Executive Suite Rooms|Honeymoon Cottage|Tree Hut|Peacock Royal Villa,kerala,Location:4.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:0.0/5
56,Chetganj,Varanasi,India,25.321494,82.997463,3,Location:3.9,27,Excellent:3|Very Good:5|Average:12|Poor:7|Terrible:0,3.5,Family:3,2,4,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200707021300386574&i=,Chetganj Hathwa place Chetganj,Pallavi International,Hotel,Standard Deluxe Double|Heritage Deluxe|Heritage Suite,Uttar Pradesh,Location:3.9/5 | Hospitality:3.5/5 | Facilities:3.6/5 | Cleanliness:3.4/5 | Value for Money:3.3/5 | Food:1.0/5
57,City Center,Udaipur,India,24.556493,73.705164,1,Location:4.4,5,Excellent:3|Very Good:0|Average:2|Poor:0|Terrible:0,4.4,Family:1,1,2,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201412231120138140&i=,"Plot No 8,9 Subcity Centre City Center",Hotel Kingdom Palace,Hotel,Deluxe,Rajasthan,Location:4.4/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.4/5 | Value for Money:4.4/5 | Food:0.8/5
58,Velankanni Basilica,Vailankanni,India,10.683474,79.842271,1,Location:4.4,46,Excellent:26|Very Good:9|Average:6|Poor:5|Terrible:0,4.3,Family:31,11,3,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVK&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201310201922312662&i=,"Madha Kulam Stop, Main Road Main Road",Hotel VPN Residency,Hotel,Double Standard|Double Deluxe|Tripple Occupancy|Grandeur,Tamil Nadu,Location:4.4/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:3.6/5
59,Fatehgunj Camp road,Vadodara,India,22.319464,73.188287,3,Location:4.5,44,Excellent:23|Very Good:10|Average:5|Poor:4|Terrible:2,4.2,Family:6,13,14,1,7,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201406141923163887&i=,"Above Saraswat Co. Op. Bank, Opp. Rangoli Restaurant, Fatehgunj Main Road Fatehgunj Camp road",Hotel Casa,Hotel,Ac Deluxe|Ac Executive,Gujarat,Location:4.5/5 | Hospitality:4.4/5 | Facilities:4.1/5 | Cleanliness:4.4/5 | Value for Money:4.4/5 | Food:3.2/5
60,Shastri Circle,Udaipur,India,24.588524,73.699137,3,Location:4.4,33,Excellent:26|Very Good:5|Average:2|Poor:0|Terrible:0,4.7,Family:16,9,6,1,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201302121216453649&i=,"7B, Shashtri Circle, Opposit Kothari Bhawan, Udaipur Shastri Circle",Hotel Dayal,Hotel,Deluxe Room|Super Deluxe Room,Rajesthan,Location:4.4/5 | Hospitality:4.8/5 | Facilities:4.8/5 | Cleanliness:4.8/5 | Value for Money:4.8/5 | Food:3.7/5
61,Varanasi Railway Station,Varanasi,India,25.324167,82.974529,4,Location:4.4,32,Excellent:6|Very Good:9|Average:10|Poor:7|Terrible:0,3.6,Family:3,1,6,0,3,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201009201454326314&i=,"59, Patel Nagar, Cantt., Varanasi Railway Station",India Varanasi,Hotel,Standard Room|Executive Room|Premium Executive Room|Suite,Uttar Pradesh,Location:4.4/5 | Hospitality:3.5/5 | Facilities:3.3/5 | Cleanliness:3.8/5 | Value for Money:3.4/5 | Food:2.3/5
62,Hiran Magri,Udaipur,India,24.553205,73.694568,1,Location:4.4,5,Excellent:3|Very Good:0|Average:0|Poor:2|Terrible:0,4.1,Family:1,0,2,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201509150928047784&i=,"647, Near Vijaya Bank Hiran Magri",HOTEL ROYAL ICON,Hotel,Deluxe,Raj,Location:4.4/5 | Hospitality:3.8/5 | Facilities:4.0/5 | Cleanliness:4.2/5 | Value for Money:3.8/5 | Food:1.6/5
63,Gangour Ghat Marg,Udaipur,India,24.580294,73.682565,2,Location:4.6,25,Excellent:18|Very Good:2|Average:3|Poor:0|Terrible:2,4.5,Family:7,7,9,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201510141827598831&i=,"21,ghangour ghat marg, Lake Pichola",Jag Niwas Guest House,Hotel,Standard Room|Air Cooled Deluxe|Ac Deluxe,Rajasthan,Location:4.6/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.4/5 | Value for Money:4.6/5 | Food:3.9/5
64,Vagamon,Vagamon,India,9.687042,76.89702,1,Location:4.7,3,Excellent:2|Very Good:1|Average:0|Poor:0|Terrible:0,4.6,Family:2,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XVE&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=20141119160632978&i=,"Kurisumala Ashram Junction Vazhikkadavu, Vagamon PO Kottayam Dt, Kerala - 685503, India Vagamon",Winter Vale,Hotel,Cottage Non Ac|Regular Standard Room,Kerala,Location:4.7/5 | Hospitality:4.7/5 | Facilities:4.3/5 | Cleanliness:4.3/5 | Value for Money:4.7/5 | Food:3.3/5
65,Paras Cinema,Udaipur,India,24.56052,73.692675,2,Location:4.5,4,Excellent:2|Very Good:0|Average:1|Poor:1|Terrible:0,4.1,Family:2,0,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201309201220411768&i=,"147, Machala Manga, Opp Paras Cinema Paras Cinema",Osheen Palace,Hotel,Deluxe|Super Deluxe|Family Suite Room,Rajsthan,Location:4.5/5 | Hospitality:4.0/5 | Facilities:4.2/5 | Cleanliness:4.2/5 | Value for Money:4.0/5 | Food:1.8/5
66,Tirupati APSRTC Central Bus Station,Tirupati,India,13.626929,79.429369,3,Location:3.3,35,Excellent:1|Very Good:2|Average:6|Poor:13|Terrible:13,2.4,Family:9,2,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TIR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200803031633187801&i=,"19 - 3 - 34, Opp RTC Bus Stand Near Ambedkar Circle Tirupati APSRTC Central Bus Station",Poojith Residency,Hotel,Double Non Ac Room|Double Room Ac,Andhra Pradesh,Location:3.3/5 | Hospitality:2.9/5 | Facilities:2.1/5 | Cleanliness:2.3/5 | Value for Money:2.4/5 | Food:1.4/5
67,Gulab Bagh,Udaipur,India,24.576389,73.695278,2,Location:4.5,49,Excellent:19|Very Good:9|Average:12|Poor:9|Terrible:0,4,Family:23,13,3,1,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200707131751461157&i=,"27, Gulab Bagh Road, Gulab Bagh Road",Hotel Padmini Palace,Hotel,Standard|Deluxe|Super Deluxe|Royal Family Suite,Rajasthan,Location:4.5/5 | Hospitality:4.1/5 | Facilities:3.9/5 | Cleanliness:3.9/5 | Value for Money:4.0/5 | Food:3.2/5
68,Debari,Udaipur,India,24.616373,73.815097,3,Location:3.8,4,Excellent:1|Very Good:2|Average:0|Poor:1|Terrible:0,4,Family:1,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200904210943473374&i=,"Debari CrossRoad , Debari",The Udai Bagh,Hotel,Deluxe,Rajasthan,Location:3.8/5 | Hospitality:4.5/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:3.5/5 | Food:4.5/5
69,Udaipole,Udaipur,India,24.5761,73.6971,2,Location:3.2,6,Excellent:0|Very Good:0|Average:1|Poor:2|Terrible:3,2.1,Family:1,2,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201110131525003616&i=,"39,Inside Udiapole Udaipole",Anand Palace Hotel,Hotel,Standard Room,Rajasthan,Location:3.2/5 | Hospitality:1.7/5 | Facilities:1.7/5 | Cleanliness:2.2/5 | Value for Money:1.7/5 | Food:1.5/5
70,Haridasji Ki Magri,Udaipur,India,24.582019,73.669753,3,Location:4.0,4,Excellent:2|Very Good:1|Average:1|Poor:0|Terrible:0,4.5,Family:3,0,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=312254274337401&i=,"Haridas Ji ki Magri, Near Oberoi Udai Vilas, Udaipur, Rajasthan 313001 Haridasji Ki Magri",Amar Kothi,Hotel,Deluxe,Rajasthan,Location:4.0/5 | Hospitality:4.8/5 | Facilities:4.5/5 | Cleanliness:4.8/5 | Value for Money:4.8/5 | Food:4.8/5
71,City Palace,Udaipur,India,24.578484,73.684716,2,Location:4.4,5,Excellent:2|Very Good:1|Average:1|Poor:1|Terrible:0,3.9,Family:2,3,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201411142133215025&i=,"15 Sahiwalo ki gali, Bhatiyani Chotta City Palace",Janak Niwas Guest House,Hotel,Non Ac Room|A.c. Room,Rajasthan,Location:4.4/5 | Hospitality:3.6/5 | Facilities:3.6/5 | Cleanliness:4.4/5 | Value for Money:3.6/5 | Food:3.6/5
72,Tirupati Railway Station,Tirupati,India,13.626294,79.416374,3,Location:4.4,173,Excellent:114|Very Good:30|Average:22|Poor:5|Terrible:2,4.5,Family:99,26,31,4,4,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TIR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201403151419465557&i=,"Near Tirupati Railway Station, RC Road, Near Palani Theatre Tirupati Railway Station",Hotel Harsha Residency,Hotel,Deluxe Single Room|Deluxe Double Room|Executive Suite Room,Andhra Pradesh,Location:4.4/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.7/5 | Value for Money:4.6/5 | Food:2.7/5
73,Fateh Sagar Lake,Udaipur,India,24.591788,73.672293,2,Location:4.0,9,Excellent:4|Very Good:2|Average:1|Poor:1|Terrible:1,3.8,Family:3,2,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200906291033308153&i=,758(280) Rani Road FatehSagar Lake,Hotel Panna Vilas,Hotel,Deluxe,Rajasthan,Location:4.0/5 | Hospitality:4.6/5 | Facilities:3.4/5 | Cleanliness:3.9/5 | Value for Money:4.1/5 | Food:3.0/5
74,Sayajigunj,Vadodara,India,22.308781,73.187972,3,Location:4.8,32,Excellent:16|Very Good:5|Average:7|Poor:3|Terrible:1,4.1,Family:4,4,8,1,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=20070807161627563&i=,"University Road, Sayajigunj Sayajigunj",Revival Lords Inn,Hotel,Deluxe|Executive Deluxe,Gujarat,Location:4.8/5 | Hospitality:4.1/5 | Facilities:3.8/5 | Cleanliness:4.2/5 | Value for Money:3.9/5 | Food:3.1/5
75,Kangayam Road,Tirupur,India,11.100666,77.372025,3,Location:3.9,60,Excellent:15|Very Good:19|Average:16|Poor:6|Terrible:4,3.8,Family:15,6,13,3,11,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XTU&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201107221352078322&i=,"16/4A,Shri Padmini Gardens Kangayam Road",Ginger Hotel - Tirupur,Hotel,Standard Double/Twin|Standard Single,Tamil Nadu,Location:3.9/5 | Hospitality:3.8/5 | Facilities:3.6/5 | Cleanliness:4.1/5 | Value for Money:3.8/5 | Food:2.2/5
76,Subhash Marg,Ujjain,India,23.178193,75.777544,1,Location:4.5,2,Excellent:0|Very Good:1|Average:0|Poor:1|Terrible:0,3.1,Family:1,0,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XUJ&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201511240043502913&i=,4/3 shubhash marg Subhash Marg,Hotel  Royal View,Hotel,*Standard - 2 Doubles|4 BED STANDARD NON AC ROOM|4 Bed Room,madhya pradesh,Location:4.5/5 | Hospitality:2.5/5 | Facilities:3.0/5 | Cleanliness:3.0/5 | Value for Money:2.5/5 | Food:0.0/5
77,Williams Rd,Tiruchirapally,India,10.800665,78.681508,3,Location:4.7,118,Excellent:70|Very Good:24|Average:18|Poor:3|Terrible:3,4.4,Family:46,13,22,1,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TRZ&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200809191132118769&i=,"109, Williams Road, Cantontment Williams Rd",Femina Hotel,Hotel,Standard  Ac|Deluxe Ac|Super Deluxe Ac.|Presidential Suite,Tamil Nadu,Location:4.7/5 | Hospitality:4.6/5 | Facilities:4.4/5 | Cleanliness:4.3/5 | Value for Money:4.3/5 | Food:2.8/5
78,The Mall Cantonment,Varanasi,India,25.3387,82.9804,3,Location:4.9,12,Excellent:11|Very Good:0|Average:0|Poor:1|Terrible:0,4.7,Family:3,1,7,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=VNS&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201503271516449764&i=,"NEPALI KHOTI, THE MALL The Mall Cantonment",The WestInn,Hotel,Club Deluxe|Premium Deluxe,Uttar Pradesh,Location:4.9/5 | Hospitality:4.7/5 | Facilities:4.5/5 | Cleanliness:4.3/5 | Value for Money:4.7/5 | Food:3.5/5
79,R C Dutt Rd,Vadodara,India,0,0,4,Location:4.6,51,Excellent:24|Very Good:12|Average:8|Poor:5|Terrible:2,4.1,Family:6,8,22,1,12,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=BDQ&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200701231900451439&i=,"R.C. Dutt Road , Alkapuri R.C. Dutt Road , Alkapuri",Express Towers,Hotel,Standard Room|Deluxe|Executive|Studio Suite,Gujarat,Location:4.6/5 | Hospitality:4.1/5 | Facilities:4.0/5 | Cleanliness:4.2/5 | Value for Money:4.1/5 | Food:2.8/5
80,Tirupati APSRTC Bus Stand,Tirupati,India,13.63228441,79.42736353,1,Location:4.2,71,Excellent:13|Very Good:10|Average:27|Poor:12|Terrible:9,3.4,Family:25,5,11,2,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=TIR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=201107021813084616&i=,"60044/157C,P.K.Layout Tirupati APSRTC Bus Stand",Hotel Sree Vaibhav Residency,Hotel,Standard Double Non Ac|Standard Double  Ac,Andhra Pradesh,Location:4.2/5 | Hospitality:3.5/5 | Facilities:3.2/5 | Cleanliness:3.2/5 | Value for Money:3.5/5 | Food:2.0/5
81,Mulla Talai,Udaipur,India,24.576949,73.669138,5,Location:4.7,71,Excellent:47|Very Good:19|Average:4|Poor:1|Terrible:0,4.6,Family:30,9,3,1,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=UDR&country=IN&checkin=08242016&checkout=08252016&area=&roomStayQualifier=1e0e&hotelId=200701171507088297&i=,"Haridasji Ki Magri, Mulla Talai",Trident Udaipur,Hotel,Deluxe Garden View Room(tea)|Deluxe Pool View Room(tea)|Deluxe Lake View Room,Rajasthan,Location:4.7/5 | Hospitality:4.9/5 | Facilities:4.6/5 | Cleanliness:4.8/5 | Value for Money:4.7/5 | Food:3.0/5
